Plant_ID,Category,Common_Name,Green_Acres_URL,Estimate_Confidence,Needs_Green_Acres_Source,Green_Acres_Source_Need_Reason,Mature_Height_ft_est,Mature_Width_ft_est,High_Confidence_Fields,Knowledge_Notes
1,ANNUALS,Alyssum,https://idiggreenacres.com/products/alyssum?variant=13996299354164,High-confidence estimate,FALSE,,0.5,1,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Annual type matched.
360,PERENNIALS,Elephant Bush,https://idiggreenacres.com/products/elephant-bush?variant=14170873462836,Low guesstimate,FALSE,,2,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Perennial category only. Size needs source. | Broad perennial category fallback. Verify exact mature size.
361,PERENNIALS,Elfin Thyme,https://idiggreenacres.com/products/elfin-thyme?variant=13549887586356,High-confidence estimate,FALSE,,0.25,1.5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Perennial category only. Size needs source. | Thyme groundcover estimate.
362,PERENNIALS,Enduro Verbena,https://idiggreenacres.com/products/enduro-verbena?variant=31309769932823,Low guesstimate,FALSE,,2,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Perennial category only. Size needs source. | Broad perennial category fallback. Verify exact mature size.
363,PERENNIALS,Englishivy,https://idiggreenacres.com/products/englishivy?variant=9881349324852,Low guesstimate,FALSE,,2,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Perennial category only. Size needs source. | Broad perennial category fallback. Verify exact mature size.
364,PERENNIALS,Euphorbia Ascot Rainbow,https://idiggreenacres.com/products/euphorbia-ascot-rainbow?variant=13335355523124,Low guesstimate,FALSE,,2,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Perennial category only. Size needs source. | Broad perennial category fallback. Verify exact mature size.
365,PERENNIALS,Euphorbia Breathless White,https://idiggreenacres.com/products/euphorbia-breathless-white?variant=14000171286580,Low guesstimate,FALSE,,2,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Perennial category only. Size needs source. | Broad perennial category fallback. Verify exact mature size.
366,PERENNIALS,Euphorbia Sticks On Fire,https://idiggreenacres.com/products/euphorbia-sticks-on-fire?variant=38402771288233,Low guesstimate,FALSE,,2,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Perennial category only. Size needs source. | Broad perennial category fallback. Verify exact mature size.
367,PERENNIALS,Euryops Daisy,https://idiggreenacres.com/products/euryops-daisy?variant=13344100876340,Medium guesstimate,FALSE,,2,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Perennial category only. Size needs source. | Daisy general mature size estimate.
368,PERENNIALS,Evolvulus Beach Bum Blue,https://idiggreenacres.com/products/evolvulus-beach-bum-blue?variant=39608553242793,Low guesstimate,FALSE,,2,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Perennial category only. Size needs source. | Broad perennial category fallback. Verify exact mature size.
369,PERENNIALS,Fan Flower,https://idiggreenacres.com/products/fan-flower?variant=31464737636375,Low guesstimate,FALSE,,2,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Perennial category only. Size needs source. | Broad perennial category fallback. Verify exact mature size.
370,PERENNIALS,Feather Reed Grass Karl Foerster,https://idiggreenacres.com/products/feather-reed-grass-karl-foerster?variant=31500716834839,Low guesstimate,FALSE,,2,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Perennial category only. Size needs source. | Broad perennial category fallback. Verify exact mature size.
371,PERENNIALS,Fescue Buddy Blue,https://idiggreenacres.com/products/fescue-buddy-blue?variant=43758703018153,High-confidence estimate,FALSE,,1,1,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \bfescue\b|festuca
372,PERENNIALS,Festucaelijahblue,https://idiggreenacres.com/products/festucaelijahblue?variant=9881374326836,High-confidence estimate,FALSE,,1,1,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \bfescue\b|festuca
373,PERENNIALS,Fiber Optic Grass,https://idiggreenacres.com/products/fiber-optic-grass?variant=13996368330804,Low guesstimate,FALSE,,2,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Perennial category only. Size needs source. | Broad perennial category fallback. Verify exact mature size.
374,PERENNIALS,Firehouse Verbena,https://idiggreenacres.com/products/firehouse-verbena?variant=31399445397527,Low guesstimate,FALSE,,2,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Perennial category only. Size needs source. | Broad perennial category fallback. Verify exact mature size.
375,PERENNIALS,Flapjack Desert Rose,https://idiggreenacres.com/products/flapjack-desert-rose?variant=14485773025332,High-confidence estimate,FALSE,,4,4,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rose basics. Exact size depends on rose class/cultivar.
376,PERENNIALS,Flowering Kalanchoe,https://idiggreenacres.com/products/flowering-kalanchoe?variant=31238434160663,High-confidence estimate,FALSE,,1,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \baeonium\b|echeveria\b|sedum\b|stonecrop|crassula|sempervivum|kalanchoe|haworthia
377,PERENNIALS,Foothill Penstemon Margarita BOP,https://idiggreenacres.com/products/foothill-penstemon-margarita-bop?variant=29114122633268,Medium guesstimate,FALSE,,3,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Perennial category only. Size needs source. | Penstemon general mature size estimate.
378,PERENNIALS,Fountain Grass Fireworks,https://idiggreenacres.com/products/fountain-grass-fireworks?variant=28837253120052,Low guesstimate,FALSE,,2,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Perennial category only. Size needs source. | Broad perennial category fallback. Verify exact mature size.
379,PERENNIALS,Freesia,https://idiggreenacres.com/products/freesia?variant=14833844617268,Low guesstimate,FALSE,,2,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Perennial category only. Size needs source. | Broad perennial category fallback. Verify exact mature size.
380,PERENNIALS,French Lavender,https://idiggreenacres.com/products/french-lavender-1?variant=38628397678761,High-confidence estimate,FALSE,,2.5,3,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \blavender\b
381,PERENNIALS,Fuchsia,https://idiggreenacres.com/products/fuchsia?variant=31633194385431,Low guesstimate,FALSE,,2,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Perennial category only. Size needs source. | Broad perennial category fallback. Verify exact mature size.
382,PERENNIALS,Fuchsia Hanging Basket,https://idiggreenacres.com/products/fuchsia-hanging-basket?variant=39462063112361,Low guesstimate,FALSE,,2,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Perennial category only. Size needs source. | Broad perennial category fallback. Verify exact mature size.
383,PERENNIALS,Garden Penstemon,https://idiggreenacres.com/products/garden-penstemon?variant=41889535000745,Medium guesstimate,FALSE,,3,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Perennial category only. Size needs source. | Penstemon general mature size estimate.
384,PERENNIALS,Garvinea Gerbera Daisy,https://idiggreenacres.com/products/garvinea-174-gerbera-daisy?variant=46979265429673,Medium guesstimate,FALSE,,2,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Perennial category only. Size needs source. | Daisy general mature size estimate.
385,PERENNIALS,Gaura,https://idiggreenacres.com/products/gaura?variant=14662437634100,Low guesstimate,FALSE,,2,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Perennial category only. Size needs source. | Broad perennial category fallback. Verify exact mature size.
386,PERENNIALS,Gaurabelleza,https://idiggreenacres.com/products/gaurabelleza?variant=9881409421364,Low guesstimate,FALSE,,2,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Perennial category only. Size needs source. | Broad perennial category fallback. Verify exact mature size.
387,PERENNIALS,Gazania,https://idiggreenacres.com/products/gazania?variant=41186950119593,Low guesstimate,FALSE,,2,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Perennial category only. Size needs source. | Broad perennial category fallback. Verify exact mature size.
388,PERENNIALS,Geranium Vancouver Centennial,https://idiggreenacres.com/products/geranium-vancouver-centennial?variant=39453365600425,Medium guesstimate,FALSE,,2,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Perennial category only. Size needs source. | Geranium general mature size estimate.
389,PERENNIALS,Gerbera,https://idiggreenacres.com/products/gerbera?variant=31278336835607,Low guesstimate,FALSE,,2,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Perennial category only. Size needs source. | Broad perennial category fallback. Verify exact mature size.
390,PERENNIALS,Germander Summer Sunshine,https://idiggreenacres.com/products/germander-summer-sunshine?variant=14747008466996,Low guesstimate,FALSE,,2,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Perennial category only. Size needs source. | Broad perennial category fallback. Verify exact mature size.
391,PERENNIALS,Gloriosa Daisy,https://idiggreenacres.com/products/gloriosa-daisy?variant=31307100061719,Medium guesstimate,FALSE,,2,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Perennial category only. Size needs source. | Daisy general mature size estimate.
392,PERENNIALS,Golden Moneywort,https://idiggreenacres.com/products/golden-moneywort?variant=28622226948148,Low guesstimate,FALSE,,2,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Perennial category only. Size needs source. | Broad perennial category fallback. Verify exact mature size.
393,PERENNIALS,Grafted Moon Cactus,https://idiggreenacres.com/products/grafted-moon-cactus?variant=14839714086964,Low guesstimate,FALSE,,2,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Perennial category only. Size needs source. | Broad perennial category fallback. Verify exact mature size.
394,PERENNIALS,Graptosedum Vera Higgins,https://idiggreenacres.com/products/graptosedum-vera-higgins?variant=14834866061364,High-confidence estimate,FALSE,,1,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \baeonium\b|echeveria\b|sedum\b|stonecrop|crassula|sempervivum|kalanchoe|haworthia
395,PERENNIALS,Green Carpet,https://idiggreenacres.com/products/green-carpet?variant=28621925646388,Low guesstimate,FALSE,,2,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Perennial category only. Size needs source. | Broad perennial category fallback. Verify exact mature size.
396,PERENNIALS,Green Moneywort,https://idiggreenacres.com/products/green-moneywort?variant=31504739041303,Low guesstimate,FALSE,,2,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Perennial category only. Size needs source. | Broad perennial category fallback. Verify exact mature size.
397,PERENNIALS,Green Santolina,https://idiggreenacres.com/products/green-santolina?variant=13786933100596,Low guesstimate,FALSE,,2,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Perennial category only. Size needs source. | Broad perennial category fallback. Verify exact mature size.
398,PERENNIALS,Ground Ivy,https://idiggreenacres.com/products/ground-ivy?variant=14483129663540,Medium guesstimate,FALSE,,0.5,10,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Perennial category only. Size needs source. | Ivy general spread estimate.
399,PERENNIALS,Hair Grass Northern Lights,https://idiggreenacres.com/products/hair-grass-northern-lights?variant=14465306492980,Low guesstimate,FALSE,,2,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Perennial category only. Size needs source. | Broad perennial category fallback. Verify exact mature size.
400,PERENNIALS,Hanging Basket,https://idiggreenacres.com/products/hanging-basket?variant=43049451061417,Low guesstimate,FALSE,,2,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Perennial category only. Size needs source. | Broad perennial category fallback. Verify exact mature size.
401,PERENNIALS,Havana Lantana,https://idiggreenacres.com/products/havana-8482-lantana?variant=41871954870441,Medium guesstimate,FALSE,,2,4,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Perennial category only. Size needs source. | Lantana general mature size estimate.
402,PERENNIALS,Haworthia Limifolia,https://idiggreenacres.com/products/haworthia-limifolia?variant=14125049249844,High-confidence estimate,FALSE,,1,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \baeonium\b|echeveria\b|sedum\b|stonecrop|crassula|sempervivum|kalanchoe|haworthia
403,PERENNIALS,Heliotrope,https://idiggreenacres.com/products/heliotrope?variant=14659226304564,Low guesstimate,FALSE,,2,2,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Perennial category only. Size needs source. | Broad perennial category fallback. Verify exact mature size.
