Common_Name,Botanical_Name,Category,Plan_Symbol_File,Plan_Symbol_Type,Icon_Label,Plan_Symbol_Color
Yucca 'Bright Star',Yucca gloriosa 'Bright Star',SHRUBS,94.svg,angular-conifer-canopy,Angular conifer canopy,#91A3A2
Yucca 'Color Guard',Yucca filamentosa 'Color Guard',SHRUBS,39.svg,leaf-star-rosette,Leaf star rosette,#9EBAB6
Red Maple 'October Glory',Acer rubrum 'October Glory',TREES,5.svg,round-dense-canopy,Round dense canopy,#79AA5D
Almond 'All in One',Dave Wilson Nursery&#174;,TREES,87.svg,dense-wavy-shrub,Dense wavy shrub,#59A855
Almond,"Huserik Bros. Nursery, Inc.",TREES,10.svg,ringed-tree-canopy,Ringed tree canopy,#84A878
"Almond 'All in One' 4"" Sleeve",Dave Wilson Nursery&#174;,TREES,12.svg,airy-branching-plant,Airy branching plant,#71A058
Angel Red&#174; Pomegranate | Monrovia,Punica granatum 'Angel Red',TREES,78.svg,airy-vine-cluster,Airy vine cluster,#73AF71
Apple 'Fuji',Dave Wilson Nursery&#174;,TREES,107.svg,fringed-round-shrub,Fringed round shrub,#84A170
Apple,"Huserik Bros. Nursery, Inc.",TREES,23.svg,curved-spreading-canopy,Curved spreading canopy,#75945F
"Apple 'Fuji', Dwarf",Dave Wilson Nursery&#174;,TREES,93.svg,small-round-shrub,Small round shrub,#6F8F5E
Apple,"Huserik Bros. Nursery, Inc.",TREES,23.svg,curved-spreading-canopy,Curved spreading canopy,#75945F
Apple 'Gala',Malus domestica 'Gala',TREES,88.svg,textured-round-shrub,Textured round shrub,#80A166
Apple,Dave Wilson Nursery&#174;,TREES,21.svg,irregular-shrub-mass,Irregular shrub mass,#61AA57
"Apple 'Gala', Dwarf",Dave Wilson Nursery&#174;,TREES,68.svg,serrated-round-shrub,Serrated round shrub,#75AD73
Apple,"Huserik Bros. Nursery, Inc.",TREES,23.svg,curved-spreading-canopy,Curved spreading canopy,#75945F
Apple,Dave Wilson Nursery&#174;,TREES,21.svg,irregular-shrub-mass,Irregular shrub mass,#61AA57
Apple 'Golden Delicious',Malus domestica 'Golden Delicious',TREES,29.svg,flowering-shrub-mass,Flowering shrub mass,#5F9D5A
Apple,"Huserik Bros. Nursery, Inc.",TREES,23.svg,curved-spreading-canopy,Curved spreading canopy,#75945F
Apple 'Granny Smith',Malus domestica 'Granny Smith',TREES,110.svg,dense-broken-shrub,Dense broken shrub,#8AAB76
Apple,"Huserik Bros. Nursery, Inc.",TREES,23.svg,curved-spreading-canopy,Curved spreading canopy,#75945F
Apple 'Honeycrisp',Malus domestica 'Honeycrisp',TREES,23.svg,curved-spreading-canopy,Curved spreading canopy,#6F9F54
Apple,"Huserik Bros. Nursery, Inc.",TREES,23.svg,curved-spreading-canopy,Curved spreading canopy,#75945F
"Apple 'Honeycrisp', Dwarf",Dave Wilson Nursery&#174;,TREES,110.svg,dense-broken-shrub,Dense broken shrub,#708C61
Apple,"Huserik Bros. Nursery, Inc.",TREES,23.svg,curved-spreading-canopy,Curved spreading canopy,#75945F
Apple Multi-Graft Combo #1 Bareroot,Dave Wilson Nursery&#174;,TREES,10.svg,ringed-tree-canopy,Ringed tree canopy,#71A567
Apple Multi-Graft Combo #2 Bareroot,Dave Wilson Nursery&#174;,TREES,22.svg,curved-layer-canopy,Curved layer canopy,#629360
Apple Multi-Graft Combo #3 Bareroot,Dave Wilson Nursery&#174;,TREES,21.svg,irregular-shrub-mass,Irregular shrub mass,#65965C
Apple 'Pink Lady',Dave Wilson Nursery&#174;,TREES,111.svg,rocky-broken-shrub,Rocky broken shrub,#6F9062
Apple,"Huserik Bros. Nursery, Inc.",TREES,23.svg,curved-spreading-canopy,Curved spreading canopy,#75945F
"Apple 'Pink Lady', Dwarf",Dave Wilson Nursery&#174;,TREES,20.svg,round-shrub-mass,Round shrub mass,#88A675
Apple,"Huserik Bros. Nursery, Inc.",TREES,23.svg,curved-spreading-canopy,Curved spreading canopy,#75945F
Apple,Dave Wilson Nursery&#174;,TREES,21.svg,irregular-shrub-mass,Irregular shrub mass,#61AA57
Apple 'Red Fuji',Dave Wilson Nursery&#174;,TREES,57.svg,open-shrub-mass,Open shrub mass,#62A453
Apple,"Huserik Bros. Nursery, Inc.",TREES,23.svg,curved-spreading-canopy,Curved spreading canopy,#75945F
Apricot 'Autumn Glo',Dave Wilson Nursery&#174;,TREES,29.svg,flowering-shrub-mass,Flowering shrub mass,#7CB07B
Apricot,Dave Wilson Nursery&#174;,TREES,21.svg,irregular-shrub-mass,Irregular shrub mass,#89AD79
Apricot 'Blenheim',Prunus armeniaca 'Blenheim',TREES,73.svg,cloud-shrub-mound,Cloud shrub mound,#8BAA7B
Apricot,"Huserik Bros. Nursery, Inc.",TREES,7.svg,irregular-shrub-canopy,Irregular shrub canopy,#70AA62
Apricot,Dave Wilson Nursery&#174;,TREES,21.svg,irregular-shrub-mass,Irregular shrub mass,#89AD79
Apricot 'Katy',Dave Wilson Nursery&#174;,TREES,93.svg,small-round-shrub,Small round shrub,#8DB084
Apricot 'Moorpark',Dave Wilson Nursery&#174;,TREES,23.svg,curved-spreading-canopy,Curved spreading canopy,#6D9F6D
"Apricot 'Pixie-Cot', Dwarf",Dave Wilson Nursery&#174;,TREES,110.svg,dense-broken-shrub,Dense broken shrub,#71A75B
Apricot,Dave Wilson Nursery&#174;,TREES,21.svg,irregular-shrub-mass,Irregular shrub mass,#89AD79
Apricot 'Royal Rosa',Dave Wilson Nursery&#174;,TREES,20.svg,round-shrub-mass,Round shrub mass,#64A959
Apricot,Dave Wilson Nursery&#174;,TREES,21.svg,irregular-shrub-mass,Irregular shrub mass,#89AD79
Arbutus,,TREES,8.svg,flowing-groundcover,Flowing groundcover,#7BB57B
Arbutus,,TREES,10.svg,ringed-tree-canopy,Ringed tree canopy,#7BB57B
Asian Pear,"Huserik Bros. Nursery, Inc.",TREES,105.svg,soft-textured-round-shrub,Soft textured round shrub,#66A05C
Asian Pear,"Huserik Bros. Nursery, Inc.",TREES,105.svg,soft-textured-round-shrub,Soft textured round shrub,#66A05C
Avocado 'Bacon',,TREES,60.svg,smooth-round-mound,Smooth round mound,#66A45E
Avocado 'Hass',,TREES,110.svg,dense-broken-shrub,Dense broken shrub,#789C5C
Avocado 'Little Cado',Avocado 'Little Cado',TREES,23.svg,curved-spreading-canopy,Curved spreading canopy,#7AA071
Avocado 'Zutano',,TREES,10.svg,ringed-tree-canopy,Ringed tree canopy,#5CAB5E
Bay Laurel Standard Trunk,Laurus nobilis,TREES,56.svg,large-smooth-canopy,Large smooth canopy,#8FB87C
Fig 'Black Jack' | Monrovia,Fig 'Black Jack',TREES,23.svg,curved-spreading-canopy,Curved spreading canopy,#78A973
Blue Spruce 'Baby Blue',Picea pungens 'Baby Blue',TREES,94.svg,angular-conifer-canopy,Angular conifer canopy,#6B9D69
Blue Spruce,Picea pungens 'Fat Albert',TREES,94.svg,angular-conifer-canopy,Angular conifer canopy,#629963
Blue Spruce,Picea pungens 'Fat Albert',TREES,94.svg,angular-conifer-canopy,Angular conifer canopy,#629963
Bronze Loquat Multi-Trunk,Eriobotrya deflexa,TREES,73.svg,cloud-shrub-mound,Cloud shrub mound,#8BA986
Bronze Loquat Standard Trunk,Eriobotrya deflexa,TREES,57.svg,open-shrub-mass,Open shrub mass,#69B368
California Pepper Tree Standard Trunk,Schinus molle,TREES,62.svg,lobed-groundcover,Lobed groundcover,#76B076
Camphor Tree,Cinnamomum camphora,TREES,93.svg,small-round-shrub,Small round shrub,#5EA053
Canary Island Date Palm,Phoenix canariensis,TREES,46.svg,palm,Palm,#72A06A
Candy Heart Pluerry&#8482; Interspecific Plum Bareroot,Dave Wilson Nursery&#174;,TREES,29.svg,flowering-shrub-mass,Flowering shrub mass,#6E9360
Carolina Cherry Laurel Standard Trunk,Prunus caroliniana Std,TREES,7.svg,irregular-shrub-canopy,Irregular shrub canopy,#689765
Center Stage&#174 Coral Crape Myrtle,Lagerstroemia indica 'Center Stage Coral',TREES,9.svg,smooth-shrub-mass,Smooth shrub mass,#9AAC62
Center Stage&#174 Pink Crape Myrtle,Lagerstroemia indica 'Center Stage Pink',TREES,60.svg,smooth-round-mound,Smooth round mound,#A1AD7B
Center Stage&#174 Red Crape Myrtle,Lagerstroemia indica 'Center Stage Red',TREES,77.svg,lobed-foliage-accent,Lobed foliage accent,#A2AC7C
Cherry 'Bing',Dave Wilson Nursery&#174;,TREES,11.svg,broken-texture-shrub,Broken texture shrub,#8DA77E
Cherry,"Huserik Bros. Nursery, Inc.",TREES,22.svg,curved-layer-canopy,Curved layer canopy,#74A472
Cherry 'Black Tartarian',Dave Wilson Nursery&#174;,TREES,60.svg,smooth-round-mound,Smooth round mound,#70AB72
Cherry,"Huserik Bros. Nursery, Inc.",TREES,22.svg,curved-layer-canopy,Curved layer canopy,#74A472
Cherry 'Craig's Crimson',Dave Wilson Nursery&#174;,TREES,60.svg,smooth-round-mound,Smooth round mound,#7AA061
Cherry,Dave Wilson Nursery&#174;,TREES,20.svg,round-shrub-mass,Round shrub mass,#6B9E50
Cherry 'Lapins',Dave Wilson Nursery&#174;,TREES,105.svg,soft-textured-round-shrub,Soft textured round shrub,#779F72
Cherry,"Huserik Bros. Nursery, Inc.",TREES,22.svg,curved-layer-canopy,Curved layer canopy,#74A472
Cherry 'Montmorency Sour',"Huserik Bros. Nursery, Inc.",TREES,68.svg,serrated-round-shrub,Serrated round shrub,#89B56C
Cherry,"Huserik Bros. Nursery, Inc.",TREES,22.svg,curved-layer-canopy,Curved layer canopy,#74A472
Cherry Multi-Graft Combo #1 Bareroot,Dave Wilson Nursery&#174;,TREES,23.svg,curved-spreading-canopy,Curved spreading canopy,#7BAD64
Cherry Multi-Graft Combo #3 Bareroot,Dave Wilson Nursery&#174;,TREES,110.svg,dense-broken-shrub,Dense broken shrub,#79B16F
Cherry 'North Star Sour',Dave Wilson Nursery&#174;,TREES,20.svg,round-shrub-mass,Round shrub mass,#74A963
Cherry,"Huserik Bros. Nursery, Inc.",TREES,22.svg,curved-layer-canopy,Curved layer canopy,#74A472
Cherry 'Rainier',Dave Wilson Nursery&#174;,TREES,105.svg,soft-textured-round-shrub,Soft textured round shrub,#66A557
Cherry,"Huserik Bros. Nursery, Inc.",TREES,22.svg,curved-layer-canopy,Curved layer canopy,#74A472
Cherry 'Royal Crimson',Dave Wilson Nursery&#174;,TREES,105.svg,soft-textured-round-shrub,Soft textured round shrub,#639662
Cherry,Dave Wilson Nursery&#174;,TREES,20.svg,round-shrub-mass,Round shrub mass,#6B9E50
Cherry 'Royal Rainier',Dave Wilson Nursery&#174;,TREES,93.svg,small-round-shrub,Small round shrub,#748E5F
Cherry,Dave Wilson Nursery&#174;,TREES,20.svg,round-shrub-mass,Round shrub mass,#6B9E50
Cherry,"Huserik Bros. Nursery, Inc.",TREES,22.svg,curved-layer-canopy,Curved layer canopy,#74A472
Cherry 'Utah Giant',Dave Wilson Nursery&#174;,TREES,107.svg,fringed-round-shrub,Fringed round shrub,#90B17E
Cherry,"Huserik Bros. Nursery, Inc.",TREES,22.svg,curved-layer-canopy,Curved layer canopy,#74A472
Chinese Pistache,Pistacia chinensis,TREES,93.svg,small-round-shrub,Small round shrub,#97B480
Chinese Pistache,Pistacia chinensis 'Keith Davey',TREES,87.svg,dense-wavy-shrub,Dense wavy shrub,#94B183
Coast Live Oak Multi-Trunk,Quercus agrifolia,TREES,22.svg,curved-layer-canopy,Curved layer canopy,#74A067
Coast Live Oak Standard Trunk,Quercus agrifolia,TREES,107.svg,fringed-round-shrub,Fringed round shrub,#7AA576
Coastal Redwood 'Aptos Blue',Sequoia sempervirens 'Aptos Blue',TREES,94.svg,angular-conifer-canopy,Angular conifer canopy,#7C9C74
Coastal Redwood,Sequoia sempervirens 'Soquel',TREES,90.svg,woven-conifer-mass,Woven conifer mass,#639D69
"Lemon 'Improved Meyer', Standard",Lemon 'Improved Meyer',TREES,93.svg,small-round-shrub,Small round shrub,#638E5F
Coral Bark Maple,Acer palmatum 'Sango Kaku',TREES,46.svg,palm,Palm,#778F5D
Cork Oak,Quercus suber,TREES,88.svg,textured-round-shrub,Textured round shrub,#66995A
Cot-N-Candy White Aprium&#174; Interspecific Apricot,Dave Wilson Nursery&#174;,TREES,68.svg,serrated-round-shrub,Serrated round shrub,#769964
Cot-N-Candy White Aprium&#174; Interspecific Apricot Bareroot,Dave Wilson Nursery&#174;,TREES,88.svg,textured-round-shrub,Textured round shrub,#80B57B
Crape Myrtle,Lagerstroemia indica 'Arapaho' Standard,TREES,96.svg,flowering-rosette-cluster,Flowering rosette cluster,#909C59
Crape Myrtle 'Catawba' Multi-Trunk,Lagerstroemia indica 'Catawba' Multi,TREES,56.svg,large-smooth-canopy,Large smooth canopy,#73955A
Crape Myrtle,Lagerstroemia indica 'Catawba',TREES,93.svg,small-round-shrub,Small round shrub,#749D57
Crape Myrtle 'Dynamite' Multi-Trunk,Lagerstroemia indica 'Dynamite' Multi,TREES,59.svg,lobed-flower,Lobed flower,#8CA168
Crape Myrtle 'Dynamite' Standard Trunk,Lagerstroemia indica 'Dynamite' Standard,TREES,107.svg,fringed-round-shrub,Fringed round shrub,#87AC5D
Crape Myrtle 'Muskogee' Multi-Trunk,,TREES,67.svg,plain-round-shrub,Plain round shrub,#A6B870
Crape Myrtle 'Muskogee' Standard Trunk,,TREES,107.svg,fringed-round-shrub,Fringed round shrub,#95B366
Crape Myrtle 'Natchez' Multi-Trunk,,TREES,11.svg,broken-texture-shrub,Broken texture shrub,#83965F
Crape Myrtle 'Natchez' Standard Trunk,Lagerstroemia x 'Natchez' Standard,TREES,63.svg,round-petal-flower,Round petal flower,#91A059
Crape Myrtle 'Petite Orchid' Multi-Trunk | Monrovia,Lagerstroemia indica 'Petite Orchid',TREES,11.svg,broken-texture-shrub,Broken texture shrub,#93B676
Crape Myrtle 'Petite Red Imp' Multi-Trunk | Monrovia,Lagerstroemia indica 'Petite Red Imp',TREES,54.svg,soft-round-shrub,Soft round shrub,#97B275
Crape Myrtle 'Pink Velour' Multi-Trunk,Lagerstroemia indica 'Pink Velour' Multi,TREES,54.svg,soft-round-shrub,Soft round shrub,#9BAF83
Crape Myrtle 'Pink Velour' Standard Trunk,Lagerstroemia 'Pink Velour',TREES,87.svg,dense-wavy-shrub,Dense wavy shrub,#98A16D
Crape Myrtle 'Red Rocket' Multi-Trunk,Lagerstroemia indica 'Red Rocket' Multi,TREES,35.svg,small-flowering-mound,Small flowering mound,#9BA852
Crape Myrtle,Lagerstroemia indica 'Red Rocket',TREES,63.svg,round-petal-flower,Round petal flower,#94AC81
Crape Myrtle 'Tuscarora' Multi-Trunk,,TREES,55.svg,spiral-round-shrub,Spiral round shrub,#92A370
Crape Myrtle 'Tuscarora' Standard Trunk,Lagerstroemia x 'Tuscarora' Std,TREES,96.svg,flowering-rosette-cluster,Flowering rosette cluster,#8DA073
Crape Myrtle 'Twilight' Multi-Trunk,,TREES,20.svg,round-shrub-mass,Round shrub mass,#83AF5A
Crape Myrtle,,TREES,10.svg,ringed-tree-canopy,Ringed tree canopy,#84B360
Dapple Dandy Pluot&#174; Interspecific Plum,Dave Wilson Nursery&#174;,TREES,73.svg,cloud-shrub-mound,Cloud shrub mound,#85B480
Dapple Dandy Pluot&#174; Interspecific Plum Bareroot,Dave Wilson Nursery&#174;,TREES,29.svg,flowering-shrub-mass,Flowering shrub mass,#76B269
Deodar Cedar,Cedrus deodara,TREES,47.svg,conifer-branching,Conifer branching,#709368
Desert Willow 'Bubba',Chilopsis linearis 'Bubba',TREES,111.svg,rocky-broken-shrub,Rocky broken shrub,#76A256
Dogwood 'Cherokee Chief',Cornus florida 'Cherokee Chief',TREES,97.svg,round-leaf-vine-canopy,Round leaf vine canopy,#78A258
Dogwood,Cornus x 'Stellar Pink',TREES,12.svg,airy-branching-plant,Airy branching plant,#95B271
Double Weeping Cherry,Prunus x subhirtella 'Pendula Plena-Rosa',TREES,7.svg,irregular-shrub-canopy,Irregular shrub canopy,#8CB57B
Dwarf Alberta Spruce,Picea glauca albertiana 'Conica',TREES,103.svg,radial-spike-canopy,Radial spike canopy,#6B9D5E
Dwarf Carolina Cherry Laurel Standard Trunk,Prunus caroliniana 'Compacta' Std,TREES,60.svg,smooth-round-mound,Smooth round mound,#95AA85
Dwarf Italian Cypress,Cupressus sempervirens 'Dwarf',TREES,90.svg,woven-conifer-mass,Woven conifer mass,#677C66
Eastern Redbud,Cercis canadensis 'Flame Thrower',TREES,29.svg,flowering-shrub-mass,Flowering shrub mass,#88A950
Eastern Redbud,Cercis canadensis 'Forest Pansy',TREES,60.svg,smooth-round-mound,Smooth round mound,#81B063
Eastern Redbud,Cercis canadensis 'Merlot',TREES,10.svg,ringed-tree-canopy,Ringed tree canopy,#83AD66
The Rising Sun&#8482; Eastern Redbud,The Rising Sun&#8482; Cercis canadensis,TREES,111.svg,rocky-broken-shrub,Rocky broken shrub,#89AC58
Eastern Redbud,Cercis canadensis 'Ruby Falls',TREES,10.svg,ringed-tree-canopy,Ringed tree canopy,#729951
Elm,Ulmus propinqua 'Emerald Sunshine',TREES,7.svg,irregular-shrub-canopy,Irregular shrub canopy,#91B279
English Laurel,Prunus laurocerasus,TREES,7.svg,irregular-shrub-canopy,Irregular shrub canopy,#85A76A
European White Birch Multi-Trunk,Betula pendula Multi,TREES,55.svg,spiral-round-shrub,Spiral round shrub,#8BBA7A
European White Birch Standard Trunk,Betula pendula,TREES,29.svg,flowering-shrub-mass,Flowering shrub mass,#7FAE72
Fern Pine Column,Podocarpus gracilior,TREES,82.svg,small-flower-cluster,Small flower cluster,#558259
Fern Pine Standard Trunk,Podocarpus gracilior Std,TREES,82.svg,small-flower-cluster,Small flower cluster,#57945E
"Fig Assorted 4"" Sleeve",Dave Wilson Nursery&#174;,TREES,12.svg,airy-branching-plant,Airy branching plant,#6FAB6B
Fig 'Brown Turkey',Ficus carica 'Brown Turkey',TREES,109.svg,simple-dot-canopy,Simple dot canopy,#6F9757
Fig,Ficus carica 'Little Miss Figgy',TREES,68.svg,serrated-round-shrub,Serrated round shrub,#76AD64
Fig 'Mission Black',Ficus carica 'Mission Black',TREES,56.svg,large-smooth-canopy,Large smooth canopy,#71B070
Fig 'Violette de Bordeaux',Fig 'Violette de Bordeaux',TREES,21.svg,irregular-shrub-mass,Irregular shrub mass,#6CA363
Flavor Delight Aprium&#174; Interspecific Apricot,Dave Wilson Nursery&#174;,TREES,111.svg,rocky-broken-shrub,Rocky broken shrub,#609D55
Flavor Delight Aprium&#174; Interspecific Apricot Bareroot,Dave Wilson Nursery&#174;,TREES,109.svg,simple-dot-canopy,Simple dot canopy,#6E8E65
Flavor Finale Pluot&#174; Interspecific Plum,Dave Wilson Nursery&#174;,TREES,111.svg,rocky-broken-shrub,Rocky broken shrub,#5FA75B
Flavor King Pluot&#174; Interspecific Plum,Dave Wilson Nursery&#174;,TREES,22.svg,curved-layer-canopy,Curved layer canopy,#8FAF80
Flavor Punch Pluerry&#8482; Interspecific Plum Bareroot,Dave Wilson Nursery&#174;,TREES,87.svg,dense-wavy-shrub,Dense wavy shrub,#5E995E
Flavor Queen Pluot&#174; Interspecific Plum,Dave Wilson Nursery&#174;,TREES,56.svg,large-smooth-canopy,Large smooth canopy,#69AA67
Flavor Supreme Pluot&#174; Interspecific Plum,Dave Wilson Nursery&#174;,TREES,22.svg,curved-layer-canopy,Curved layer canopy,#83AA7B
Flavor Supreme Pluot&#174; Interspecific Plum Bareroot,"Huserik Bros. Nursery, Inc.",TREES,5.svg,round-dense-canopy,Round dense canopy,#81A76A
Flowering Cherry,Prunus x yedoensis 'Akebono',TREES,43.svg,fern-branching,Fern/branching foliage,#789F51
Flowering Cherry,Prunus serrulata 'Kwanzan',TREES,97.svg,round-leaf-vine-canopy,Round leaf vine canopy,#8DB275
Flowering Cherry,Prunus serrulata 'Mt. Fuji' ('Shirotae'),TREES,78.svg,airy-vine-cluster,Airy vine cluster,#809C6D
Flowering Crabapple,Malus x 'Prairifire',TREES,97.svg,round-leaf-vine-canopy,Round leaf vine canopy,#91A87B
Flowering Pear,Pyrus calleryana 'Bradford',TREES,58.svg,simple-flower,Simple flower,#99B063
Flowering Pear,Pyrus calleryana 'Chanticleer',TREES,93.svg,small-round-shrub,Small round shrub,#87A56E
Flowering Plum,Prunus cerasifera 'Purple Pony',TREES,87.svg,dense-wavy-shrub,Dense wavy shrub,#7D9361
Fruit Salad Multi-Graft Combo #1 Bareroot,Dave Wilson Nursery&#174;,TREES,111.svg,rocky-broken-shrub,Rocky broken shrub,#63A35F
Fruit Salad Multi-Graft Combo #2 Bareroot,Dave Wilson Nursery&#174;,TREES,88.svg,textured-round-shrub,Textured round shrub,#73AB66
Fruiting Loquat 'Big Jim',Eriobotrya japonica 'Big Jim',TREES,23.svg,curved-spreading-canopy,Curved spreading canopy,#93AF85
Fruiting Mulberry 'Pakistan',Dave Wilson Nursery&#174;,TREES,54.svg,soft-round-shrub,Soft round shrub,#71915D
Fruiting Mulberry 'White',Dave Wilson Nursery&#174;,TREES,10.svg,ringed-tree-canopy,Ringed tree canopy,#67A963
Fruitless Olive Multi-Trunk,Olea europaea 'Fruitless',TREES,21.svg,irregular-shrub-mass,Irregular shrub mass,#6F9666
Fruitless Olive Standard Trunk,Olea europaea 'Fruitless',TREES,107.svg,fringed-round-shrub,Fringed round shrub,#79A26F
Swan Hill Olives&#174; Fruitless Olive Multi-Trunk,Olea europaea 'Swan Hill',TREES,10.svg,ringed-tree-canopy,Ringed tree canopy,#7D9D6A
Ginkgo,Ginkgo biloba 'Autumn Gold',TREES,55.svg,spiral-round-shrub,Spiral round shrub,#90A67F
Incense Cedar,Calocedrus decurrens,TREES,47.svg,conifer-branching,Conifer branching,#617459
Italian Cypress,Cupressus sempervirens,TREES,90.svg,woven-conifer-mass,Woven conifer mass,#537A54
Blue Italian Cypress,Cupressus sempervirens 'Glauca',TREES,103.svg,radial-spike-canopy,Radial spike canopy,#77947B
Bonsai Blue Jacaranda | Monrovia,Jacaranda mimosifolia 'Bonsai Blue',TREES,107.svg,fringed-round-shrub,Fringed round shrub,#639C56
Shogun&#8482; Series Japanese Blueberry Standard Trunk | Monrovia,Elaeocarpus decipiens,TREES,68.svg,serrated-round-shrub,Serrated round shrub,#7FA864
Japanese Laceleaf Maple,Acer palmatum dissectum 'Baldsmith',TREES,46.svg,palm,Palm,#7C975A
Japanese Laceleaf Maple,Acer palmatum dissectum 'Garnet',TREES,46.svg,palm,Palm,#7A9160
Japanese Laceleaf Maple 'Orangeola',Acer palmatum dissectum 'Orangeola',TREES,46.svg,palm,Palm,#81A476
Japanese Laceleaf Maple 'Tamukeyama',Acer palmatum dissectum 'Tamukeyama',TREES,46.svg,palm,Palm,#7CAE6C
Japanese Maple Multi-Trunk,Acer palmatum,TREES,46.svg,palm,Palm,#739B6B
Japanese Maple 'Bihou',Acer palmatum 'Bihou',TREES,46.svg,palm,Palm,#81A165
Japanese Laceleaf Maple 'Crimson Queen',Acer palmatum dissectum 'Crimson Queen',TREES,46.svg,palm,Palm,#78A854
Japanese Maple 'Emperor One',Acer palmatum 'Emperor One',TREES,46.svg,palm,Palm,#86AB65
Japanese Maple 'Fireglow',Acer palmatum 'Fireglow',TREES,46.svg,palm,Palm,#7C9B61
Japanese Maple 'Inaba Shidare',Acer palmatum dissectum 'Inaba Shidare',TREES,46.svg,palm,Palm,#6B9462
Japanese Maple 'Mikawa Yatsubusa',Acer palmatum 'Mikawa Yatsubusa',TREES,46.svg,palm,Palm,#779A52
Japanese Laceleaf Maple 'Red Dragon',Acer palmatum dissectum 'Red Dragon',TREES,46.svg,palm,Palm,#97AD81
Japanese Maple 'Seiryu',Acer palmatum 'Seiryu',TREES,46.svg,palm,Palm,#779E53
Japanese Maple 'Sharp's Pygmy',Acer palmatum 'Sharp's Pygmy',TREES,46.svg,palm,Palm,#6DA764
Japanese Maple Standard Trunk,Acer palmatum,TREES,46.svg,palm,Palm,#8DB281
Japanese Laceleaf Maple,Acer palmatum dissectum 'Viridis',TREES,46.svg,palm,Palm,#78A96C
Japanese Maple 'Bloodgood',Acer palmatum 'Bloodgood',TREES,46.svg,palm,Palm,#7AA471
Jujube 'GA 866',Dave Wilson Nursery&#174;,TREES,88.svg,textured-round-shrub,Textured round shrub,#738E65
Jujube,Dave Wilson Nursery&#174;,TREES,22.svg,curved-layer-canopy,Curved layer canopy,#5DA75B
Jujube 'Li',Dave Wilson Nursery&#174;,TREES,60.svg,smooth-round-mound,Smooth round mound,#70A96D
Jujube,Dave Wilson Nursery&#174;,TREES,22.svg,curved-layer-canopy,Curved layer canopy,#5DA75B
Jujube,Dave Wilson Nursery&#174;,TREES,22.svg,curved-layer-canopy,Curved layer canopy,#5DA75B
Kousa Dogwood,Cornus kousa chinensis 'Satomi',TREES,56.svg,large-smooth-canopy,Large smooth canopy,#AEBC76
"Lemon 'Eureka', Standard",,TREES,56.svg,large-smooth-canopy,Large smooth canopy,#749E6E
"Lemon 'Improved Meyer' Espalier, Semi-Dwarf",Lemon 'Improved Meyer' Semi-Dwarf,TREES,43.svg,fern-branching,Fern/branching foliage,#7D9A71
Little Ragu&#174; Sweet Bay,"Laurus nobilis 'MonRik' PP #25,915",TREES,109.svg,simple-dot-canopy,Simple dot canopy,#569B52
Locust,Robinia x ambigua 'Purple Robe',TREES,54.svg,soft-round-shrub,Soft round shrub,#779C70
London Plane Tree,Platanus acerifolia 'Columbia',TREES,73.svg,cloud-shrub-mound,Cloud shrub mound,#5E975B
Magnolia 'Ann',Magnolia x 'Ann',TREES,10.svg,ringed-tree-canopy,Ringed tree canopy,#919B5E
Magnolia,Magnolia grandiflora 'D.D. Blanchard',TREES,67.svg,plain-round-shrub,Plain round shrub,#8FA87B
Magnolia,Magnolia grandiflora 'Edith Bogue',TREES,54.svg,soft-round-shrub,Soft round shrub,#91B563
Magnolia 'Jane',Magnolia grandiflora 'Jane',TREES,105.svg,soft-textured-round-shrub,Soft textured round shrub,#87915A
Magnolia,Magnolia grandiflora 'Little Gem' Low Branch,TREES,107.svg,fringed-round-shrub,Fringed round shrub,#9EB973
Magnolia,Magnolia grandiflora 'Little Gem',TREES,67.svg,plain-round-shrub,Plain round shrub,#A2AD85
"Mandarin 'Clementine', Standard",,TREES,55.svg,spiral-round-shrub,Spiral round shrub,#77B979
Mediterranean Fan Palm,Chamaerops humilis,TREES,46.svg,palm,Palm,#96B17D
"Mulberry Assorted 4"" Sleeve",Dave Wilson Nursery&#174;,TREES,88.svg,textured-round-shrub,Textured round shrub,#7DAA7B
Nectaplum,Dave Wilson Nursery&#174;,TREES,5.svg,round-dense-canopy,Round dense canopy,#73A562
Nectarine,Dave Wilson Nursery&#174;,TREES,87.svg,dense-wavy-shrub,Dense wavy shrub,#749E5F
Nectarine,Dave Wilson Nursery&#174;,TREES,87.svg,dense-wavy-shrub,Dense wavy shrub,#749E5F
"Nectarine 'Arctic Sprite', Miniature",Dave Wilson Nursery&#174;,TREES,87.svg,dense-wavy-shrub,Dense wavy shrub,#83B17E
Nectarine,"Huserik Bros. Nursery, Inc.",TREES,105.svg,soft-textured-round-shrub,Soft textured round shrub,#769360
Nectarine 'Arctic Star',Dave Wilson Nursery&#174;,TREES,73.svg,cloud-shrub-mound,Cloud shrub mound,#79A25B
Nectarine 'Double Delight',Dave Wilson Nursery&#174;,TREES,110.svg,dense-broken-shrub,Dense broken shrub,#86AB84
Nectarine,Dave Wilson Nursery&#174;,TREES,87.svg,dense-wavy-shrub,Dense wavy shrub,#749E5F
Nectarine 'Fantasia',Dave Wilson Nursery&#174;,TREES,23.svg,curved-spreading-canopy,Curved spreading canopy,#81A17A
